inCredenti,inStatus,inFirstDat,inEffectiv,inExpirati,inFacility,inAddress1,inCity,inState,inCounty,inZip,inPlus4,Source,acAddress1,acAddress2,acCity,acState,acZip,acPlus4,acCounty,acCountyFi,acNumber,acPreDir,acStreetNa,acStreetTy,acPostDir,acUnitNum,acUnitType,acAddressT,acRBDI,acGarbage,acFound,acStatusCo,acErrorCod,acChangeCo,acResultCo,Accuracy,Av_score,Av_date,Certainty,Geolevel,Quality,X_coord,Y_coord,X_coords,Y_coords,Review,longitude,latitude
"PHAR.CF.60657093","ACTIVE","08/05/2016","06/01/2020","05/31/2021","Pacific Medical Centers Pharmacy Northgate","10416 5th Ave NE","SEATTLE","WA","King","98125","7402","TIGER10 Streets","10416 5TH AVE NE"," ","SEATTLE","WA","98125","7402","King","53033","10416"," ","5th","Ave","NE"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32307,47.7042,"-122.32307","47.70420",0,47.70419999985649,-122.32307000026987
"PHAR.CF.60657060","ACTIVE","08/31/2016","06/01/2020","05/31/2021","Pacific Medical Centers Pharmacy Renton","601 S Carr Rd Ste 100","RENTON","WA","King","98055","5802","TIGER10 Streets","601 S CARR RD STE 100"," ","RENTON","WA","98055","5802","King","53033","601","S","Carr","Rd"," ","Ste 100","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.20899,47.4422,"-122.20899","47.44220",0,47.44220000006494,-122.20899000035696
"PHAR.CF.60657078","ACTIVE","08/16/2016","06/01/2020","05/31/2021","Pacific Medical Centers Pharmacy Totem Lake","12910 Totem Lake Blvd NE Ste 101","KIRKLAND","WA","King","98034","2901","TIGER10 Streets","12910 TOTEM LAKE BLVD NE STE 101"," ","KIRKLAND","WA","98034","2901","King","53033","12910"," ","Totem Lake","Blvd","NE","Ste 101","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.18521,47.7161,"-122.18521","47.71610",0,47.71610000000307,-122.18521000027668
"PHAR.CF.60601051","ACTIVE","07/26/2016","06/01/2020","05/31/2021","Pacific Medical Centers-First Hill/Madison Infusion Pharmacy","1101 Madison St Ste 301","SEATTLE","WA","King","98104","3599","TIGER10 Streets","1101 MADISON ST STE 301"," ","SEATTLE","WA","98104","3599","King","53033","1101"," ","Madison","St"," ","Ste 301","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32506,47.6093,"-122.32506","47.60930",0,47.60929999986302,-122.32506000038954
"PHAR.CF.60285905","ACTIVE","07/17/2012","06/01/2020","05/31/2021","Pacific Northwest Specialty Pharmacy","3801 Main St Ste A","VANCOUVER","WA","Clark","98663","2258","TIGER10 Streets","3801 MAIN ST STE A"," ","VANCOUVER","WA","98663","2258","Clark","53011","3801"," ","Main","St"," ","Ste A","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.66775,45.64895,"-122.66775","45.64895",0,45.648949999689,-122.66775000039
"PHAR.CF.60512097","ACTIVE","01/07/2015","06/01/2020","05/31/2021","Paktia Pharmacy LLC","315 5th Ave S # C","EDMONDS","WA","Snohomish","98020","3600","TIGER10 Streets","315 5TH AVE S STE C"," ","EDMONDS","WA","98020","3600","Snohomish","53061","315"," ","5th","Ave","S","Ste C","Ste","Highrise"," "," ","Yes","9"," ","Address Matched to USPS Database","AC13,AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.37749,47.80875,"-122.37749","47.80875",0,47.80874999972522,-122.37749000036894
"PHAR.CF.61054488","ACTIVE","06/19/2020","06/19/2020","05/31/2021","Paragon Infusion","300 W 15th St Ste 203","VANCOUVER","WA","Clark","98660","2911","TIGER10 Streets","300 W 15TH ST STE 203"," ","VANCOUVER","WA","98660","2911","Clark","53011","300","W","15th","St"," ","Ste 203","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.67383,45.63259,"-122.67383","45.63259",0,45.63258999995504,-122.67383000035386
"PHAR.CF.00004743","ACTIVE","10/18/1993","06/01/2020","05/31/2021","Parkland Market Place Pharmacy","13322 Pacific Ave S","TACOMA","WA","Pierce","98444","4864","TIGER10 Streets","13322 PACIFIC AVE S"," ","TACOMA","WA","98444","4864","Pierce","53053","13322"," ","Pacific","Ave","S"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.43469,47.13614,"-122.43469","47.13614",0,47.13614000008725,-122.43468999970982
"PHAR.CF.00002044","ACTIVE","05/07/1986","06/01/2020","05/31/2021","Parks Pharmacy","401 NE Ravenna Blvd","SEATTLE","WA","King","98115","8443","TIGER10 Streets","401 NE RAVENNA BLVD"," ","SEATTLE","WA","98115","8443","King","53033","401","NE","Ravenna","Blvd"," "," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match","AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32465,47.67874,"-122.32465","47.67874",0,47.67873999998339,-122.3246500003107
"PHAR.CF.00001352-HOSP","ACTIVE","03/12/1972","06/01/2020","05/31/2021","PeaceHealth Southwest Central Pharmacy at Medical Center","600 NE 92nd Ave","VANCOUVER","WA","Clark","98664","3225","TIGER10 Streets","600 NE 92ND AVE"," ","VANCOUVER","WA","98664","3225","Clark","53011","600","NE","92nd","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.57851,45.62494,"-122.57851","45.62494",0,45.624940000311895,-122.57851000001622
"PHAR.CF.00005072","ACTIVE","11/30/1994","06/01/2020","05/31/2021","PeaceHealth Southwest Pharmacy at Medical Center","420 NE Mother Joseph Pl","VANCOUVER","WA","Clark","98664","3200","TIGER10 Streets","420 NE MOTHER JOSEPH PL"," ","VANCOUVER","WA","98664","3200","Clark","53011","420","NE","Mother Joseph","Pl"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",91,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.58214,45.62412,"-122.58214","45.62412",0,45.624120000021534,-122.5821399995529
"PHAR.CF.00056869","ACTIVE","02/09/2001","06/01/2020","05/31/2021","PeaceHealth St John Medical Center Pharmacy","1615 Delaware St","LONGVIEW","WA","Cowlitz","98632","2367","TIGER10 Streets","1615 DELAWARE ST"," ","LONGVIEW","WA","98632","2367","Cowlitz","53015","1615"," ","Delaware","St"," "," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match","AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.94131,46.13095,"-122.94131","46.13095",0,46.130950000246386,-122.94131000037737
"PHAR.CF.00001014-HOSP","ACTIVE","05/12/1962","06/01/2020","05/31/2021","Peacehealth St John Medical Center Pharmacy","1615 Delaware St","LONGVIEW","WA","Cowlitz","98632","2367","TIGER10 Streets","1615 DELAWARE ST"," ","LONGVIEW","WA","98632","2367","Cowlitz","53015","1615"," ","Delaware","St"," "," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match","AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.94131,46.13095,"-122.94131","46.13095",0,46.130950000246386,-122.94131000037737
"PHAR.CF.00001042-HOSP","ACTIVE","12/13/1965","06/01/2020","05/31/2021","PeaceHealth St Joseph Medical Center Pharmacy","2901 Squalicum Pkwy","BELLINGHAM","WA","Whatcom","98225","1851","TIGER10 Streets","2901 SQUALICUM PKWY"," ","BELLINGHAM","WA","98225","1851","Whatcom","53073","2901"," ","Squalicum","Pkwy"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.47474,48.77231,"-122.47474","48.77231",0,48.77230999978837,-122.47473999965348
"PHAR.CF.60451744-HOSP","ACTIVE","03/19/2014","06/01/2020","05/31/2021","PeaceHealth United General Medical Center Pharmacy","2000 Hospital Dr","SEDRO WOOLLEY","WA","Skagit","98284","4327","TIGER10 Streets","2000 HOSPITAL DR"," ","SEDRO WOOLLEY","WA","98284","4327","Skagit","53057","2000"," ","Hospital","Dr"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.27487,48.49477,"-122.27487","48.49477",0,48.49476999998099,-122.27486999987671
"PHAR.CF.00057427","ACTIVE","12/13/2004","06/01/2020","05/31/2021","Peninsula Community Health Services","616 6th St","BREMERTON","WA","Kitsap","98337","1420","TIGER10 Streets","616 6TH ST"," ","BREMERTON","WA","98337","1420","Kitsap","53035","616"," ","6th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.62822,47.56736,"-122.62822","47.56736",0,47.56735999976581,-122.62822000013001
"PHAR.CF.60732193","ACTIVE","04/19/2017","06/01/2020","05/31/2021","Peninsula Community Health Services - Belfair","31 NE Route 300 Ste 102","BELFAIR","WA","Mason","98528"," ","TIGER10 Streets","31 NE ROUTE 300 STE 102"," ","BELFAIR","WA","98528"," ","Mason","53045","31","NE","Route 300"," "," "," ","Ste"," "," "," ","No","X","R"," ","AE10","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.82746,47.45133,"-122.82746","47.45133",0,47.451330000125324,-122.8274599997199
"PHAR.CF.00058729","ACTIVE","06/09/2006","06/01/2020","05/31/2021","Peninsula Community Health Services - Port Orchard","320 S Kitsap Blvd","PORT ORCHARD","WA","Kitsap","98366","3778","TIGER10 Streets","320 S KITSAP BLVD"," ","PORT ORCHARD","WA","98366","3778","Kitsap","53035","320","S","Kitsap","Blvd"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.65297,47.52229,"-122.65297","47.52229",0,47.522290000170514,-122.65297000015576
"PHAR.CF.60084120","ACTIVE","04/10/2009","06/01/2020","05/31/2021","Peninsula Community Health Services - Poulsbo","19917 7th Ave NE Ste 205","POULSBO","WA","Kitsap","98370","6555","TIGER10 Streets","19917 7TH AVE NE STE 205"," ","POULSBO","WA","98370","6555","Kitsap","53035","19917"," ","7th","Ave","NE","Ste 205","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.6401,47.74364,"-122.64010","47.74364",0,47.74363999982441,-122.64009999967524
"PHAR.CF.60262155","ACTIVE","01/25/2012","06/01/2020","05/31/2021","Peninsula Community Health Services Pharmacy - Wheaton","2508 Wheaton Way","BREMERTON","WA","Kitsap","98310","3303","TIGER10 Streets","2508 WHEATON WAY"," ","BREMERTON","WA","98310","3303","Kitsap","53035","2508"," ","Wheaton","Way"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.6268,47.58181,"-122.62680","47.58181",0,47.58181000026277,-122.62679999992275
"PHAR.CF.00058894","ACTIVE","10/25/2006","06/01/2020","05/31/2021","Petnet Solutions","7048 S 188th St","KENT","WA","King","98032","1055","TIGER10 Streets","7048 S 188TH ST"," ","KENT","WA","98032","1055","King","53033","7048","S","188th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.24559,47.43453,"-122.24559","47.43453",0,47.43453000008794,-122.24558999979071
"PHAR.CF.60003333","ACTIVE","03/11/2008","06/01/2020","05/31/2021","Pharm A Save","17788 147th St SE","MONROE","WA","Snohomish","98272","1030","TIGER10 Streets","17788 147TH ST SE"," ","MONROE","WA","98272","1030","Snohomish","53061","17788"," ","147th","St","SE"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-121.99253,47.86373,"-121.99253","47.86373",0,47.863730000187836,-121.99253000015136
"PHAR.CF.60030054","ACTIVE","08/27/2008","06/01/2020","05/31/2021","Pharmaca Integrative Pharmacy","15840 Redmond Way","REDMOND","WA","King","98052","3829","TIGER10 Streets","15840 REDMOND WAY"," ","REDMOND","WA","98052","3829","King","53033","15840"," ","Redmond","Way"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.13004,47.67426,"-122.13004","47.67426",0,47.674260000236586,-122.13004000034016
"PHAR.CF.00057230","ACTIVE","04/29/2002","06/01/2020","05/31/2021","Pharmaca Integrative Pharmacy","4130 E Madison St","SEATTLE","WA","King","98112","3231","TIGER10 Streets","4130 E MADISON ST"," ","SEATTLE","WA","98112","3231","King","53033","4130","E","Madison","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.27928,47.635,"-122.27928","47.63500",0,47.63499999982861,-122.27928000028636
"PHAR.CF.00059001","ACTIVE","06/19/2007","06/01/2020","05/31/2021","Pharmaca Integrative Pharmacy Inc","1815 N 45th St Ste 110","SEATTLE","WA","King","98103","6856","TIGER10 Streets","1815 N 45TH ST STE 110"," ","SEATTLE","WA","98103","6856","King","53033","1815","N","45th","St"," ","Ste 110","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.33601,47.66133,"-122.33601","47.66133",0,47.66132999987954,-122.33601000017225
"PHAR.CF.60017992","ACTIVE","05/09/2008","06/01/2020","05/31/2021","Pharmaca Integrative Pharmacy Inc","4707 California Ave SW","SEATTLE","WA","King","98116","4412","TIGER10 Streets","4707 CALIFORNIA AVE SW"," ","SEATTLE","WA","98116","4412","King","53033","4707"," ","California","Ave","SW"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.38686,47.56095,"-122.38686","47.56095",0,47.560949999885956,-122.38686000011083
"PHAR.CF.60244668","ACTIVE","10/04/2011","06/01/2020","05/31/2021","Pharmacy Compounding Solutions","2310 Mildred St W Ste 138","UNIVERSITY PL","WA","Pierce","98466","6055","TIGER10 Streets","2310 MILDRED ST W STE 138"," ","UNIVERSITY PL","WA","98466","6055","Pierce","53053","2310"," ","Mildred","St","W","Ste 138","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.52645,47.23945,"-122.52645","47.23945",0,47.239450000095616,-122.52644999993267
"PHAR.CF.00057310","ACTIVE","10/09/2002","06/01/2020","05/31/2021","Pharmacy Plus","1299 156th Ave NE Ste 140","BELLEVUE","WA","King","98007","7561","TIGER10 Streets","1299 156TH AVE NE STE 140"," ","BELLEVUE","WA","98007","7561","King","53033","1299"," ","156th","Ave","NE","Ste 140","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.13248,47.62196,"-122.13248","47.62196",0,47.621959999878854,-122.1324799998233
"PHAR.CF.60559490","ACTIVE","12/08/2015","06/01/2020","05/31/2021","PharMerica","2114 N Pines Rd Ste 4 & 5","SPOKANE","WA","Spokane","99206"," ","TIGER10 Streets","2114 N PINES RD STE 4"," ","SPOKANE VALLEY","WA","99206","4757","Spokane","53063","2114","N","Pines","Rd"," ","Ste 4","Ste","Highrise"," ","& 5","Yes","9"," ","Address Matched to USPS Database, Extra Info found","AC03,AS01,AS23","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.2395,47.67614,"-117.23950","47.67614",0,47.6761399997697,-117.2395000003773
"PHAR.CF.60978960","ACTIVE","08/14/2019","06/01/2020","05/31/2021","PharmMerica","25316 74th Ave S Ste 105","KENT","WA","King","98032","6022","TIGER10 Streets","25316 74TH AVE S STE 105"," ","KENT","WA","98032","6022","King","53033","25316"," ","74th","Ave","S","Ste 105","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.24276,47.37572,"-122.24276","47.37572",0,47.3757200002177,-122.24276000032022
"PHAR.CF.60219351","ACTIVE","04/14/2011","06/01/2020","05/31/2021","Pike Market Medical Clinic Pharmacy","1930 Post Aly","SEATTLE","WA","King","98101","1015","TIGER10 Streets","1930 POST ALY"," ","SEATTLE","WA","98101","1074","King","53033","1930"," ","Post","Aly"," "," "," ","Street"," "," ","Yes","9"," ","Address Matched to USPS Database","AC08,AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.3421,47.61024,"-122.34210","47.61024",0,47.610240000063946,-122.34210000018186
"PHAR.CF.60776581","ACTIVE","07/13/2018","06/01/2020","05/31/2021","Preferred Rx Pharmacy Inc.","10303 NE Fourth Plain Blvd Ste 109","VANCOUVER","WA","Clark","98662","5807","TIGER10 Streets","10303 NE FOURTH PLAIN BLVD STE 109"," ","VANCOUVER","WA","98662","5807","Clark","53011","10303","NE","Fourth Plain","Blvd"," ","Ste 109","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.56739,45.66229,"-122.56739","45.66229",0,45.66229000028236,-122.56739000035418
"PHAR.CF.60880439","ACTIVE","10/03/2018","06/01/2020","05/31/2021","Premier Long Term Care Pharmacy","1618 S Lane St Ste 204","SEATTLE","WA","King","98144","2829","TIGER10 Streets","1618 S LANE ST STE 204"," ","SEATTLE","WA","98144","2829","King","53033","1618","S","Lane","St"," ","Ste 204","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.31128,47.5967,"-122.31128","47.59670",0,47.596700000019545,-122.311280000238
"PHAR.CF.60565722","ACTIVE","06/16/2015","06/01/2020","05/31/2021","Prescription Pharmacy","800 Swift Blvd Ste 140","RICHLAND","WA","Benton","99352","3559","TIGER10 Streets","800 SWIFT BLVD STE 140"," ","RICHLAND","WA","99352","3559","Benton","53005","800"," ","Swift","Blvd"," ","Ste 140","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.27997,46.28048,"-119.27997","46.28048",0,46.28048000026713,-119.27996999966807
"PHAR.CF.60640874","ACTIVE","08/04/2016","06/01/2020","05/31/2021","Professional Pharmacy","1201 S Miller St","WENATCHEE","WA","Chelan","98801","3201","TIGER10 Streets","1201 S MILLER ST"," ","WENATCHEE","WA","98801","3201","Chelan","53007","1201","S","Miller","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.32448,47.4079,"-120.32448","47.40790",0,47.407900000120534,-120.32448000031054
"PHAR.CF.60590239","ACTIVE","08/31/2015","06/01/2020","05/31/2021","Professional Pharmacy Stemilt","2833 Euclid Ave","WENATCHEE","WA","Chelan","98801","5915","TIGER10 Streets","2833 EUCLID AVE"," ","WENATCHEE","WA","98801","5915","Chelan","53007","2833"," ","Euclid","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.32467,47.47192,"-120.32467","47.47192",0,47.47192000021344,-120.32467000028136
"PHAR.CF.60960910","ACTIVE","07/25/2019","06/01/2020","05/31/2021","PropacPayless Pharmacy","18110 SE 34th St Bldg 2 Ste 270","VANCOUVER","WA","Clark","98683"," ","TIGER10 Streets","18110 SE 34TH ST STE 270"," ","VANCOUVER","WA","98683","9440","Clark","53011","18110","SE","34th","St"," ","Ste 270","Ste","Highrise"," ","2 STE","Yes","9"," ","Extra Info found","AS01,AS23","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.485,45.59667,"-122.48500","45.59667",0,45.59666999989886,-122.48499999987322
"PHAR.CF.00001022-HOSP","ACTIVE","05/22/1962","06/01/2020","05/31/2021","Prosser Memorial Hospital Pharmacy","723 Memorial St","PROSSER","WA","Benton","99350","1524","TIGER10 Streets","723 MEMORIAL ST"," ","PROSSER","WA","99350","1524","Benton","53005","723"," ","Memorial","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.76365,46.20907,"-119.76365","46.20907",0,46.20906999977259,-119.7636499996062
"PHAR.CF.00003375-HOSP","ACTIVE","04/06/1988","06/01/2020","05/31/2021","Providence Centralia Hospital Pharmacy","914 S Scheuber Rd","CENTRALIA","WA","Lewis","98531","9027","TIGER10 Streets","914 S SCHEUBER RD"," ","CENTRALIA","WA","98531","9027","Lewis","53041","914","S","Scheuber","Rd"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.98685,46.70891,"-122.98685","46.70891",0,46.708909999873924,-122.98685000028101
"PHAR.CF.60659119","ACTIVE","09/13/2016","06/01/2020","05/31/2021","Providence Centralia Hospital Retail Pharmacy","914 S Scheuber Rd","CENTRALIA","WA","Lewis","98531","9027","TIGER10 Streets","914 S SCHEUBER RD"," ","CENTRALIA","WA","98531","9027","Lewis","53041","914","S","Scheuber","Rd"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.98685,46.70891,"-122.98685","46.70891",0,46.708909999873924,-122.98685000028101
"PHAR.CF.00000987-HOSP","ACTIVE","07/10/1964","06/01/2020","05/31/2021","Providence Holy Family Hospital Pharmacy","5633 N Lidgerwood St","SPOKANE","WA","Spokane","99208","1224","TIGER10 Streets","5633 N LIDGERWOOD ST"," ","SPOKANE","WA","99208","1224","Spokane","53063","5633","N","Lidgerwood","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.40595,47.7091,"-117.40595","47.70910",0,47.709100000154386,-117.40594999999519
"PHAR.CF.60343522","ACTIVE","03/14/2013","06/01/2020","05/31/2021","Providence Infusion and Pharmacy Services","10807 E Montgomery Dr Ste 8","SPOKANE VALLEY","WA","Spokane","99206","4777","TIGER10 Streets","10807 E MONTGOMERY DR STE 8"," ","SPOKANE VALLEY","WA","99206","4777","Spokane","53063","10807","E","Montgomery","Dr"," ","Ste 8","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.26049,47.68068,"-117.26049","47.68068",0,47.68068000015732,-117.26049000027176
"PHAR.CF.60389595","ACTIVE","07/11/2013","06/01/2020","05/31/2021","Providence Infusion and Pharmacy Services","3333 S 120th Pl Ste 100B","TUKWILA","WA","King","98168","5134","TIGER10 Streets","3333 S 120TH PL STE 100B"," ","TUKWILA","WA","98168","5134","King","53033","3333","S","120th","Pl"," ","Ste 100B","Ste","Highrise"," "," ","Yes","9"," ","Street Address Match","AE08,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.29067,47.49542,"-122.29067","47.49542",0,47.495420000050146,-122.29067000028513
"PHAR.CF.60389608","ACTIVE","07/10/2013","06/01/2020","05/31/2021","Providence Infusion and Pharmacy Services","3333 S 120th Pl Ste 100A","TUKWILA","WA","King","98168","5134","TIGER10 Streets","3333 S 120TH PL STE 100A"," ","TUKWILA","WA","98168","5134","King","53033","3333","S","120th","Pl"," ","Ste 100A","Ste","Highrise"," "," ","Yes","9"," ","Street Address Match","AE08,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.29067,47.49542,"-122.29067","47.49542",0,47.495420000050146,-122.29067000028513
"PHAR.CF.00004861-HOSP","ACTIVE","02/28/1994","06/01/2020","05/31/2021","Providence Medical Center Everett","1321 Colby Ave","EVERETT","WA","Snohomish","98201","1665","TIGER10 Streets","1321 COLBY AVE"," ","EVERETT","WA","98201","1665","Snohomish","53061","1321"," ","Colby","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.208,48.00007,"-122.20800","48.00007",0,48.00007000000741,-122.20800000032
"PHAR.CF.00003596-HOSP","ACTIVE","12/05/1988","06/01/2020","05/31/2021","Providence Mt Carmel Hospital Pharmacy","982 E Columbia Ave","COLVILLE","WA","Stevens","99114","3316","TIGER10 Streets","982 E COLUMBIA AVE"," ","COLVILLE","WA","99114","3316","Stevens","53065","982","E","Columbia","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.89316,48.5412,"-117.89316","48.54120",0,48.541200000286054,-117.89315999991081
"PHAR.CF.60465735","ACTIVE","06/11/2014","06/01/2020","05/31/2021","Providence Regional Cancer Services Centralia Clinic","2015 Cooks Hill Rd Ste 200","CENTRALIA","WA","Lewis","98531","9074","TIGER10 Streets","2015 COOKS HILL RD STE 200"," ","CENTRALIA","WA","98531","9074","Lewis","53041","2015"," ","Cooks Hill","Rd"," ","Ste 200","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.98804,46.71382,"-122.98804","46.71382",0,46.71381999992155,-122.98804000033451
"PHAR.CF.00001024-HOSP","ACTIVE","06/27/1962","06/01/2020","05/31/2021","Providence Regional Medical Center Everett","916 Pacific Ave","EVERETT","WA","Snohomish","98201","4147","TIGER10 Streets","916 PACIFIC AVE"," ","EVERETT","WA","98201","4147","Snohomish","53061","916"," ","Pacific","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.21716,47.9764,"-122.21716","47.97640",0,47.97639999975945,-122.21715999999961
"PHAR.CF.00003577-HOSP","ACTIVE","10/18/1988","06/01/2020","05/31/2021","Providence St Josephs Hospital","500 E Webster Ave","CHEWELAH","WA","Stevens","99109","9523","TIGER10 Streets","500 E WEBSTER AVE"," ","CHEWELAH","WA","99109","9523","Stevens","53065","500","E","Webster","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.71152,48.27814,"-117.71152","48.27814",0,48.27813999988245,-117.71151999997988
"PHAR.CF.00001050-HOSP","ACTIVE","06/18/1962","06/01/2020","05/31/2021","Providence St Mary Medical Center Pharmacy","401 W Poplar St","WALLA WALLA","WA","Walla Walla","99362","2846","TIGER10 Streets","401 W POPLAR ST"," ","WALLA WALLA","WA","99362","2846","Walla Walla","53071","401","W","Poplar","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-118.34315,46.06286,"-118.34315","46.06286",0,46.06285999984262,-118.34315000025157
"PHAR.CF.00001253-HOSP","ACTIVE","10/20/1970","06/01/2020","05/31/2021","Providence St Peters Hospital Pharmacy","413 Lilly Rd NE","OLYMPIA","WA","Thurston","98506","5133","TIGER10 Streets","413 LILLY RD NE"," ","OLYMPIA","WA","98506","5133","Thurston","53067","413"," ","Lilly","Rd","NE"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.8445,47.05274,"-122.84450","47.05274",0,47.052739999780584,-122.84450000041058
